Age,Gender,MaritalStatus,Department,JobRole,JobLevel,OverTime,OverTimeFlag,MonthlyIncome,SalaryGroup,TotalWorkingYears,ExperienceGroup,YearsAtCompany,TenureGroup,StockOptionLevel,OverTime_LowSalary,EarlyCareer,Attrition,Attrition_Prob,RiskCategory
52,Male,Married,Sales,Manager,4,No,0,16856,High,34,21+,34,11+,0,0,0,0,0.20013749752664464,Low Risk
33,Male,Single,Research & Development,Research Scientist,1,Yes,1,2686,Low,10,6-10,10,6-10,0,1,0,1,0.8473857217689095,High Risk
25,Female,Single,Sales,Sales Executive,2,No,0,6180,Mid-High,6,6-10,6,6-10,0,0,0,0,0.46798537426622394,Medium Risk
45,Male,Single,Sales,Sales Representative,2,No,0,6632,Mid-High,9,6-10,8,6-10,0,0,0,0,0.34942551098436,Low Risk
23,Male,Single,Research & Development,Research Scientist,1,No,0,3505,Mid-Low,2,0-2,2,2-3,0,0,1,0,0.7657389822884838,High Risk
47,Female,Single,Sales,Sales Executive,2,Yes,1,6397,Mid-High,8,6-10,5,4-5,0,0,0,1,0.5833768924210887,Medium Risk
34,Male,Single,Sales,Sales Executive,2,No,0,6274,Mid-High,6,6-10,6,6-10,0,0,0,0,0.42124074845752857,Medium Risk
55,Male,Married,Research & Development,Manager,5,Yes,1,19859,High,24,21+,5,4-5,1,0,0,1,0.2719840821707741,Low Risk
36,Male,Single,Sales,Sales Executive,3,No,0,7587,Mid-High,10,6-10,10,6-10,0,0,0,0,0.41555349143349907,Medium Risk
52,Male,Married,Research & Development,Research Scientist,1,No,0,4258,Mid-Low,5,3-5,4,4-5,1,0,0,0,0.2358449643805834,Low Risk
26,Female,Divorced,Research & Development,Laboratory Technician,1,No,0,4364,Mid-Low,5,3-5,2,2-3,1,0,0,0,0.33787557645654814,Low Risk
29,Female,Married,Research & Development,Healthcare Representative,2,No,0,4335,Mid-Low,11,11-20,8,6-10,1,0,0,0,0.3368319953128276,Low Risk
26,Male,Single,Sales,Sales Executive,2,No,0,5326,Mid-High,6,6-10,4,4-5,0,0,0,1,0.4679609796240599,Medium Risk
34,Female,Single,Research & Development,Research Scientist,1,No,0,3280,Mid-Low,10,6-10,4,4-5,0,0,0,0,0.39019864844313307,Low Risk
54,Female,Divorced,Research & Development,Manufacturing Director,2,Yes,1,5485,Mid-High,9,6-10,5,4-5,2,0,0,0,0.33527183462876875,Low Risk
27,Male,Married,Sales,Sales Executive,2,No,0,4342,Mid-Low,5,3-5,4,4-5,1,0,0,0,0.37337718145165183,Low Risk
37,Female,Divorced,Research & Development,Research Scientist,1,Yes,1,2782,Low,6,6-10,5,4-5,2,1,0,0,0.6857406096090692,Medium Risk
38,Female,Single,Research & Development,Manufacturing Director,2,Yes,1,5980,Mid-High,17,11-20,15,11+,0,0,0,0,0.6019743965311558,Medium Risk
34,Female,Single,Research & Development,Research Scientist,1,No,0,4381,Mid-Low,6,6-10,6,6-10,0,0,0,0,0.4090877584280243,Medium Risk
35,Female,Married,Sales,Sales Representative,1,No,0,2572,Low,3,3-5,3,2-3,1,0,0,0,0.33303187375298177,Low Risk
30,Male,Married,Research & Development,Laboratory Technician,1,No,0,3833,Mid-Low,7,6-10,2,2-3,2,0,0,0,0.2258882329577902,Low Risk
40,Female,Married,Research & Development,Healthcare Representative,2,No,0,4244,Mid-Low,8,6-10,8,6-10,1,0,0,0,0.30703206464888594,Low Risk
34,Female,Married,Sales,Sales Executive,2,No,0,6500,Mid-High,6,6-10,3,2-3,1,0,0,0,0.3067701133117474,Low Risk
42,Male,Divorced,Research & Development,Manager,5,No,0,18430,High,24,21+,24,11+,1,0,0,0,0.19703614107623107,Low Risk
23,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,1601,Low,1,0-2,0,0-1,2,1,1,1,0.9187687886838886,High Risk
24,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2694,Low,1,0-2,1,0-1,3,0,1,0,0.4690348200708873,Medium Risk
52,Female,Married,Research & Development,Laboratory Technician,2,No,0,3149,Mid-Low,9,6-10,5,4-5,1,0,0,0,0.25592439654736043,Low Risk
50,Male,Married,Research & Development,Research Director,4,No,0,17639,High,30,21+,4,4-5,0,0,0,0,0.1621506883197619,Low Risk
29,Female,Married,Research & Development,Laboratory Technician,1,Yes,1,2319,Low,1,0-2,1,0-1,1,1,1,1,0.938543797180049,High Risk
33,Male,Married,Research & Development,Research Director,3,No,0,11691,High,14,11-20,13,11+,0,0,0,0,0.3610014258869586,Low Risk
33,Female,Single,Sales,Sales Executive,2,No,0,5324,Mid-High,6,6-10,3,2-3,0,0,0,1,0.42946935754580084,Medium Risk
47,Female,Married,Research & Development,Manager,4,Yes,1,16752,High,26,21+,26,11+,1,0,0,0,0.3532883008554472,Low Risk
36,Female,Married,Research & Development,Manufacturing Director,2,No,0,5228,Mid-High,10,6-10,9,6-10,1,0,0,0,0.3041417867784639,Low Risk
29,Male,Married,Research & Development,Research Scientist,1,No,0,2700,Low,10,6-10,10,6-10,1,0,0,0,0.33437414563838047,Low Risk
58,Male,Single,Research & Development,Research Director,5,Yes,1,19246,High,40,21+,31,11+,0,0,0,1,0.3331464247838807,Low Risk
35,Female,Single,Research & Development,Research Scientist,1,No,0,2506,Low,7,6-10,2,2-3,0,0,0,0,0.4093446828104138,Medium Risk
42,Female,Married,Research & Development,Manufacturing Director,2,Yes,1,6062,Mid-High,8,6-10,4,4-5,1,0,0,0,0.49892659019132596,Medium Risk
28,Male,Single,Research & Development,Research Scientist,1,No,0,4382,Mid-Low,5,3-5,2,2-3,0,0,0,1,0.43390761199574274,Medium Risk
36,Male,Married,Human Resources,Human Resources,1,No,0,2143,Low,8,6-10,5,4-5,1,0,0,0,0.30831470872329847,Low Risk
32,Female,Married,Research & Development,Manufacturing Director,2,No,0,6162,Mid-High,14,11-20,14,11+,1,0,0,0,0.3003684844821878,Low Risk
40,Male,Single,Research & Development,Laboratory Technician,2,No,0,5094,Mid-High,10,6-10,1,0-1,0,0,1,0,0.6604688373940103,Medium Risk
30,Female,Single,Research & Development,Manufacturing Director,2,Yes,1,6877,Mid-High,12,11-20,0,0-1,0,0,1,0,0.8460255558620652,High Risk
45,Female,Single,Research & Development,Research Scientist,1,No,0,2274,Low,1,0-2,1,0-1,0,0,1,0,0.6929625727118283,Medium Risk
42,Male,Married,Research & Development,Manufacturing Director,2,No,0,4434,Mid-Low,10,6-10,9,6-10,1,0,0,0,0.28724072061690653,Low Risk
38,Male,Divorced,Research & Development,Healthcare Representative,2,No,0,6288,Mid-High,13,11-20,4,4-5,1,0,0,0,0.25539016266954845,Low Risk
34,Female,Single,Research & Development,Research Scientist,1,No,0,2553,Low,6,6-10,5,4-5,0,0,0,0,0.4295383234614286,Medium Risk
49,Female,Married,Sales,Sales Executive,3,No,0,7654,Mid-High,9,6-10,9,6-10,2,0,0,1,0.18348269177709495,Low Risk
55,Male,Single,Sales,Sales Executive,2,No,0,5160,Mid-High,12,11-20,9,6-10,0,0,0,1,0.3055851740891204,Low Risk
43,Male,Married,Research & Development,Research Director,4,No,0,17159,High,22,21+,4,4-5,1,0,0,0,0.15472379422278917,Low Risk
27,Male,Divorced,Research & Development,Research Director,3,Yes,1,12808,High,9,6-10,9,6-10,1,0,0,0,0.5327119326977595,Medium Risk
35,Male,Single,Research & Development,Manufacturing Director,3,No,0,10221,High,17,11-20,8,6-10,0,0,0,0,0.3362254112032176,Low Risk
28,Female,Married,Sales,Sales Executive,2,Yes,1,4779,Mid-Low,8,6-10,8,6-10,0,0,0,0,0.7002009912187586,High Risk
34,Male,Married,Human Resources,Human Resources,1,No,0,3737,Mid-Low,4,3-5,3,2-3,1,0,0,0,0.31790582296959186,Low Risk
26,Female,Married,Research & Development,Research Scientist,1,Yes,1,2366,Low,8,6-10,8,6-10,1,1,0,1,0.8111178062385206,High Risk
27,Male,Married,Research & Development,Research Scientist,1,No,0,1706,Low,0,0-2,0,0-1,3,0,1,0,0.47060222494012716,Medium Risk
51,Female,Married,Sales,Manager,4,No,0,16307,High,29,21+,20,11+,1,0,0,0,0.1398278711289054,Low Risk
44,Male,Single,Research & Development,Healthcare Representative,2,No,0,5933,Mid-High,10,6-10,5,4-5,0,0,0,0,0.34770099641882996,Low Risk
25,Male,Single,Research & Development,Research Scientist,1,No,0,3424,Mid-Low,6,6-10,4,4-5,0,0,0,0,0.46072757187351854,Medium Risk
33,Male,Divorced,Sales,Sales Executive,2,No,0,4037,Mid-Low,9,6-10,9,6-10,1,0,0,0,0.3372942454822712,Low Risk
35,Female,Single,Research & Development,Research Scientist,1,No,0,2559,Low,6,6-10,6,6-10,0,0,0,0,0.4274511693814459,Medium Risk
36,Male,Married,Sales,Sales Executive,2,Yes,1,6201,Mid-High,18,11-20,18,11+,1,0,0,0,0.5007746089812206,Medium Risk
32,Male,Divorced,Sales,Sales Executive,2,No,0,4403,Mid-Low,8,6-10,5,4-5,1,0,0,0,0.33285760127730524,Low Risk
30,Male,Divorced,Research & Development,Research Scientist,1,No,0,3761,Mid-Low,10,6-10,5,4-5,1,0,0,0,0.3044233594304865,Low Risk
53,Female,Married,Sales,Sales Executive,3,Yes,1,10934,High,35,21+,5,4-5,1,0,0,0,0.2532414302656341,Low Risk
45,Male,Divorced,Sales,Sales Executive,3,Yes,1,10761,High,18,11-20,5,4-5,1,0,0,0,0.39373476329313245,Low Risk
32,Female,Married,Research & Development,Research Scientist,2,No,0,5175,Mid-High,9,6-10,5,4-5,1,0,0,0,0.31777967749089864,Low Risk
52,Female,Married,Research & Development,Manufacturing Director,4,No,0,13826,High,31,21+,9,6-10,0,0,0,0,0.19015175570818513,Low Risk
37,Male,Divorced,Sales,Sales Executive,2,No,0,6334,Mid-High,9,6-10,1,0-1,2,0,1,0,0.4481879794954833,Medium Risk
28,Male,Divorced,Human Resources,Human Resources,1,No,0,4936,Mid-High,6,6-10,5,4-5,1,0,0,0,0.32408383992891304,Low Risk
22,Male,Married,Research & Development,Manufacturing Director,2,No,0,4775,Mid-Low,4,3-5,2,2-3,2,0,0,0,0.29247120379031954,Low Risk
44,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,2818,Low,10,6-10,3,2-3,1,1,0,0,0.7205006991836269,High Risk
42,Male,Single,Research & Development,Research Scientist,1,Yes,1,2515,Low,8,6-10,2,2-3,0,1,0,0,0.8170501394997832,High Risk
36,Male,Married,Human Resources,Human Resources,1,No,0,2342,Low,6,6-10,5,4-5,0,0,0,0,0.4222315915592067,Medium Risk
25,Male,Married,Sales,Sales Executive,2,Yes,1,4194,Mid-Low,5,3-5,5,4-5,0,0,0,0,0.7286545196672134,High Risk
35,Female,Married,Research & Development,Manufacturing Director,3,Yes,1,10685,High,17,11-20,17,11+,1,0,0,0,0.4882297534954692,Medium Risk
35,Female,Divorced,Research & Development,Research Scientist,1,Yes,1,2022,Low,10,6-10,10,6-10,1,1,0,1,0.7789269063345625,High Risk
32,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2314,Low,4,3-5,3,2-3,1,0,0,0,0.3435638493680459,Low Risk
25,Male,Married,Sales,Sales Executive,2,No,0,4256,Mid-Low,5,3-5,5,4-5,0,0,0,0,0.49721605101028393,Medium Risk
49,Female,Married,Research & Development,Research Scientist,1,No,0,3580,Mid-Low,7,6-10,4,4-5,1,0,0,0,0.24333936951169355,Low Risk
24,Male,Married,Research & Development,Laboratory Technician,1,No,0,3162,Mid-Low,6,6-10,5,4-5,0,0,0,0,0.47232332496850377,Medium Risk
32,Male,Married,Sales,Sales Executive,2,No,0,6524,Mid-High,10,6-10,10,6-10,1,0,0,0,0.3096766159303862,Low Risk
38,Male,Married,Sales,Sales Representative,1,No,0,2899,Low,3,3-5,2,2-3,1,0,0,0,0.3131311389638623,Low Risk
42,Female,Married,Research & Development,Laboratory Technician,2,Yes,1,5231,Mid-High,17,11-20,5,4-5,1,0,0,0,0.4500252350242089,Medium Risk
31,Male,Married,Research & Development,Research Scientist,1,Yes,1,2356,Low,8,6-10,6,6-10,1,1,0,0,0.7909618765620616,High Risk
29,Female,Divorced,Sales,Sales Representative,1,Yes,1,2800,Low,5,3-5,3,2-3,3,1,0,1,0.6219855559247819,Medium Risk
53,Male,Married,Sales,Sales Executive,4,No,0,11836,High,28,21+,2,2-3,1,0,0,0,0.1399835226105993,Low Risk
35,Male,Married,Research & Development,Manufacturing Director,3,No,0,10903,High,16,11-20,13,11+,0,0,0,0,0.3482851721311136,Low Risk
37,Female,Married,Sales,Sales Representative,1,No,0,2973,Mid-Low,10,6-10,5,4-5,1,0,0,0,0.28326796564979106,Low Risk
53,Female,Single,Research & Development,Research Director,4,No,0,14275,High,33,21+,12,11+,0,0,0,0,0.18058714857674454,Low Risk
43,Female,Married,Research & Development,Healthcare Representative,2,No,0,5562,Mid-High,12,11-20,5,4-5,1,0,0,0,0.25086753096128217,Low Risk
47,Female,Married,Sales,Sales Executive,2,Yes,1,4537,Mid-Low,8,6-10,7,6-10,1,0,0,0,0.5026051254942933,Medium Risk
37,Male,Single,Sales,Sales Executive,3,Yes,1,7642,Mid-High,10,6-10,10,6-10,0,0,0,0,0.6527673857825869,Medium Risk
50,Male,Divorced,Research & Development,Manager,4,No,0,17924,High,31,21+,31,11+,1,0,0,0,0.14157648575723794,Low Risk
39,Female,Married,Human Resources,Human Resources,2,No,0,5204,Mid-High,13,11-20,5,4-5,2,0,0,0,0.1869472780169904,Low Risk
33,Male,Divorced,Human Resources,Human Resources,1,Yes,1,2277,Low,7,6-10,4,4-5,1,1,0,0,0.7853883485568023,High Risk
32,Male,Single,Research & Development,Laboratory Technician,1,Yes,1,2795,Low,1,0-2,1,0-1,0,1,1,1,0.9564045711840197,High Risk
29,Female,Divorced,Research & Development,Laboratory Technician,1,No,0,2532,Low,8,6-10,4,4-5,3,0,0,0,0.16869668680816205,Low Risk
44,Male,Married,Research & Development,Research Scientist,1,Yes,1,2559,Low,8,6-10,8,6-10,0,1,0,0,0.8215563496928199,High Risk
28,Male,Single,Sales,Sales Executive,2,No,0,4908,Mid-Low,4,3-5,4,4-5,0,0,0,0,0.47720695959373394,Medium Risk
58,Male,Divorced,Research & Development,Laboratory Technician,1,Yes,1,2380,Low,3,3-5,1,0-1,1,1,1,1,0.8881743115310595,High Risk
43,Female,Divorced,Research & Development,Manufacturing Director,2,No,0,4765,Mid-Low,4,3-5,1,0-1,1,0,1,0,0.5843478814493177,Medium Risk
20,Female,Single,Sales,Sales Representative,1,No,0,2044,Low,2,0-2,2,2-3,0,0,1,1,0.7896582825804546,High Risk
21,Female,Single,Research & Development,Research Scientist,1,No,0,2693,Low,1,0-2,1,0-1,0,0,1,1,0.7831170918479827,High Risk
36,Male,Married,Research & Development,Healthcare Representative,2,Yes,1,6586,Mid-High,17,11-20,16,11+,1,0,0,0,0.49656757163621446,Medium Risk
47,Female,Single,Sales,Sales Representative,1,Yes,1,3294,Mid-Low,3,3-5,3,2-3,0,0,0,0,0.6144227016715487,Medium Risk
22,Female,Married,Research & Development,Manufacturing Director,2,Yes,1,4171,Mid-Low,4,3-5,3,2-3,1,0,0,1,0.6468387821721687,Medium Risk
41,Female,Divorced,Research & Development,Laboratory Technician,1,Yes,1,2778,Low,10,6-10,7,6-10,1,1,0,1,0.7426376877375743,High Risk
28,Female,Divorced,Research & Development,Research Scientist,1,No,0,2377,Low,6,6-10,2,2-3,1,0,0,0,0.3458929262926667,Low Risk
39,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,2404,Low,8,6-10,2,2-3,0,1,0,1,0.8269028759005252,High Risk
27,Female,Single,Research & Development,Research Scientist,1,No,0,2318,Low,1,0-2,1,0-1,0,0,1,0,0.7650702799371233,High Risk
34,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2008,Low,1,0-2,1,0-1,2,0,1,0,0.5389010348367992,Medium Risk
42,Female,Single,Sales,Sales Executive,2,No,0,6244,Mid-High,10,6-10,5,4-5,0,0,0,0,0.353304826962688,Low Risk
33,Male,Single,Research & Development,Research Scientist,1,Yes,1,2799,Low,6,6-10,3,2-3,0,1,0,0,0.8499734929739755,High Risk
58,Female,Divorced,Research & Development,Healthcare Representative,3,Yes,1,10552,High,24,21+,6,6-10,1,0,0,0,0.30089043197998155,Low Risk
31,Male,Married,Sales,Sales Representative,1,No,0,2329,Low,13,11-20,7,6-10,0,0,0,0,0.4056161887934502,Medium Risk
35,Female,Married,Research & Development,Healthcare Representative,2,Yes,1,4014,Mid-Low,10,6-10,10,6-10,1,0,0,0,0.5658080858392909,Medium Risk
49,Female,Married,Research & Development,Laboratory Technician,3,No,0,7403,Mid-High,29,21+,26,11+,1,0,0,0,0.20057658888405797,Low Risk
48,Male,Married,Research & Development,Research Scientist,1,No,0,2259,Low,13,11-20,0,0-1,2,0,1,0,0.3791758490493754,Low Risk
31,Female,Married,Sales,Sales Executive,2,No,0,6932,Mid-High,9,6-10,9,6-10,1,0,0,0,0.31283915420465197,Low Risk
36,Male,Single,Research & Development,Research Scientist,1,No,0,4678,Mid-Low,8,6-10,6,6-10,0,0,0,0,0.38214381869748915,Low Risk
38,Female,Married,Research & Development,Research Director,3,No,0,13582,High,15,11-20,15,11+,1,0,0,0,0.22699057242344015,Low Risk
32,Female,Married,Research & Development,Laboratory Technician,1,No,0,2332,Low,5,3-5,3,2-3,0,0,0,0,0.44333417255627,Medium Risk
25,Male,Married,Sales,Sales Representative,1,Yes,1,2413,Low,1,0-2,1,0-1,3,1,1,1,0.8705078326388718,High Risk
40,Male,Divorced,Sales,Sales Executive,3,No,0,9705,High,11,11-20,1,0-1,1,0,1,0,0.5238382351743955,Medium Risk
26,Male,Single,Sales,Sales Executive,2,No,0,4294,Mid-Low,7,6-10,7,6-10,0,0,0,0,0.4837237250570798,Medium Risk
41,Male,Single,Research & Development,Laboratory Technician,1,Yes,1,4721,Mid-Low,20,11-20,18,11+,0,0,0,0,0.5551521462450786,Medium Risk
36,Male,Single,Research & Development,Laboratory Technician,1,No,0,2519,Low,16,11-20,11,11+,0,0,0,0,0.37061759305803293,Low Risk
19,Male,Single,Sales,Sales Representative,1,Yes,1,2121,Low,1,0-2,1,0-1,0,1,1,1,0.9673977530731509,High Risk
20,Male,Single,Research & Development,Laboratory Technician,1,No,0,2973,Mid-Low,1,0-2,1,0-1,0,0,1,1,0.7840920649114579,High Risk
31,Female,Married,Research & Development,Healthcare Representative,2,Yes,1,5855,Mid-High,10,6-10,9,6-10,2,0,0,0,0.4473697131331134,Medium Risk
40,Male,Divorced,Research & Development,Research Scientist,1,Yes,1,3617,Mid-Low,3,3-5,1,0-1,1,0,1,0,0.7919237658676253,High Risk
32,Female,Married,Research & Development,Manufacturing Director,2,No,0,6725,Mid-High,8,6-10,8,6-10,1,0,0,0,0.31416278244674395,Low Risk
36,Male,Married,Sales,Sales Executive,3,Yes,1,10325,High,16,11-20,16,11+,1,0,0,1,0.4917807998056014,Medium Risk
33,Female,Single,Research & Development,Healthcare Representative,2,No,0,6949,Mid-High,6,6-10,5,4-5,0,0,0,0,0.4145874466060757,Medium Risk
37,Male,Married,Sales,Sales Executive,3,No,0,10609,High,17,11-20,14,11+,0,0,0,1,0.33898005461191255,Low Risk
45,Male,Married,Research & Development,Laboratory Technician,2,No,0,4447,Mid-Low,9,6-10,9,6-10,0,0,0,0,0.3789114611587304,Low Risk
29,Female,Married,Sales,Sales Representative,1,No,0,2157,Low,3,3-5,3,2-3,1,0,0,0,0.3659467619270641,Low Risk
35,Female,Married,Sales,Sales Executive,2,No,0,4601,Mid-Low,5,3-5,5,4-5,0,0,0,0,0.4416900602739099,Medium Risk
52,Male,Married,Research & Development,Manager,4,No,0,17099,High,26,21+,9,6-10,1,0,0,0,0.1267454287205311,Low Risk
58,Male,Single,Research & Development,Research Scientist,1,No,0,2479,Low,7,6-10,1,0-1,0,0,1,1,0.5910925302557382,Medium Risk
53,Male,Divorced,Sales,Manager,4,No,0,14852,High,22,21+,17,11+,1,0,0,0,0.1649727398369825,Low Risk
30,Male,Divorced,Sales,Sales Executive,3,No,0,7264,Mid-High,10,6-10,8,6-10,1,0,0,0,0.3375068798640892,Low Risk
38,Female,Single,Sales,Sales Executive,2,Yes,1,5666,Mid-High,6,6-10,5,4-5,0,0,0,0,0.6492471934411588,Medium Risk
35,Male,Divorced,Sales,Sales Executive,3,No,0,7823,Mid-High,12,11-20,10,6-10,1,0,0,0,0.30198565215698653,Low Risk
39,Male,Single,Sales,Sales Executive,3,No,0,7880,Mid-High,9,6-10,8,6-10,0,0,0,0,0.39782528577186727,Low Risk
40,Female,Single,Sales,Sales Executive,4,Yes,1,13194,High,22,21+,1,0-1,0,0,1,1,0.7680728915737334,High Risk
47,Male,Divorced,Research & Development,Manufacturing Director,2,Yes,1,5067,Mid-High,20,11-20,19,11+,0,0,0,0,0.5602936097189549,Medium Risk
36,Male,Divorced,Sales,Sales Executive,2,No,0,5079,Mid-High,12,11-20,7,6-10,2,0,0,0,0.20599102586627469,Low Risk
31,Male,Single,Research & Development,Research Scientist,1,Yes,1,2321,Low,4,3-5,3,2-3,0,1,0,1,0.8649058573333475,High Risk
33,Male,Single,Sales,Manager,4,No,0,17444,High,10,6-10,10,6-10,0,0,0,0,0.3432087139481552,Low Risk
29,Female,Single,Research & Development,Research Scientist,1,Yes,1,2404,Low,3,3-5,0,0-1,0,1,1,1,0.9569733405795174,High Risk
33,Female,Single,Research & Development,Research Scientist,1,No,0,3452,Mid-Low,5,3-5,3,2-3,0,0,0,0,0.4238129066181845,Medium Risk
45,Female,Divorced,Research & Development,Laboratory Technician,1,No,0,2270,Low,8,6-10,5,4-5,2,0,0,0,0.19031047371050142,Low Risk
50,Male,Divorced,Research & Development,Research Director,4,No,0,17399,High,32,21+,5,4-5,1,0,0,0,0.10695292264313683,Low Risk
33,Female,Married,Research & Development,Healthcare Representative,2,Yes,1,5488,Mid-High,6,6-10,6,6-10,1,0,0,0,0.5722658269686289,Medium Risk
41,Male,Divorced,Research & Development,Research Director,5,No,0,19419,High,21,21+,18,11+,1,0,0,0,0.1936971624975311,Low Risk
27,Female,Married,Research & Development,Laboratory Technician,1,No,0,2811,Low,4,3-5,2,2-3,1,0,0,0,0.35814414938232036,Low Risk
45,Male,Married,Research & Development,Laboratory Technician,2,Yes,1,3633,Mid-Low,9,6-10,9,6-10,1,0,0,0,0.5238788413161328,Medium Risk
47,Female,Single,Sales,Sales Executive,2,Yes,1,4163,Mid-Low,9,6-10,9,6-10,0,0,0,0,0.616676909918499,Medium Risk
30,Female,Married,Research & Development,Research Scientist,1,Yes,1,2132,Low,7,6-10,5,4-5,0,1,0,1,0.8614726529816039,High Risk
50,Male,Married,Research & Development,Manufacturing Director,4,Yes,1,13973,High,22,21+,12,11+,1,0,0,0,0.35900894452281756,Low Risk
38,Male,Married,Research & Development,Research Scientist,1,No,0,2684,Low,3,3-5,2,2-3,1,0,0,0,0.31557222951763747,Low Risk
46,Male,Divorced,Research & Development,Manufacturing Director,3,No,0,10845,High,13,11-20,8,6-10,1,0,0,0,0.21837309551677547,Low Risk
24,Female,Divorced,Research & Development,Manufacturing Director,2,No,0,4377,Mid-Low,5,3-5,4,4-5,2,0,0,0,0.2876349942455315,Low Risk
35,Male,Divorced,Research & Development,Laboratory Technician,1,Yes,1,3743,Mid-Low,5,3-5,4,4-5,1,0,0,1,0.5487702167905787,Medium Risk
31,Female,Married,Research & Development,Manufacturing Director,2,No,0,4148,Mid-Low,4,3-5,4,4-5,1,0,0,0,0.3632012961706549,Low Risk
18,Male,Single,Research & Development,Research Scientist,1,No,0,1051,Low,0,0-2,0,0-1,0,0,1,0,0.8096390033693259,High Risk
54,Female,Married,Research & Development,Manufacturing Director,3,No,0,10739,High,22,21+,10,6-10,1,0,0,0,0.15958176583231679,Low Risk
